Date,QQQ,XLP,GLD,BTC-USD,UUP,Fed_Rate,CPI_Inflation,Unemployment_Rate,Fed_Rising,CPI_Rising,Unemp_Rising,QQQ_Target_RVOL_3M,XLP_Target_RVOL_3M,GLD_Target_RVOL_3M,BTC-USD_Target_RVOL_3M,UUP_Target_RVOL_3M
2015-04-07,2847844478.45201,374249571.4334942,629856379.8186529,30247066.666666668,69561624.0306491,0.12,0.10424788961589382,5.4,0,0,0,-9.390450701278901,-36.04215032782176,-18.919393109981602,-33.29366076405964,-3.012317775675047
2015-04-08,2810425770.599511,369440409.3887874,623230122.6115636,28452571.42857143,66770835.57477678,0.12,0.10424788961589382,5.4,0,0,0,-8.67254233362049,-34.58121013049822,-17.35061770095759,-27.048935489520403,-3.090807405432627
2015-04-09,2802108640.8082514,363122791.01418996,614387021.7249552,27865885.714285713,68704498.22721936,0.12,0.10424788961589382,5.4,0,0,0,-7.610250995608136,-32.29645671509418,-14.8501907552658,-21.380455324413894,-5.054219164142738
2015-04-10,2783797059.3380885,354214637.8748757,601139438.1394886,27689542.85714286,68270352.03222547,0.12,0.10424788961589382,5.4,0,0,0,-5.965000991302777,-29.214775658069748,-11.903843425207253,-16.05838758167074,-6.88795345525512
2015-04-13,2673849024.6536984,350801229.87996054,594566173.2142857,27678128.57142857,68923142.5449553,0.12,0.10424788961589382,5.4,0,0,0,-3.8159024862243243,-26.48763580888243,-9.661104396739123,-10.269673421719387,-8.914151594518595
2015-04-14,2665630632.728032,322661046.43512905,597235210.5422246,28163980.95238095,67375742.68626258,0.12,0.10424788961589382,5.4,0,0,0,-1.1404570234976013,-21.892831105408543,-8.013465902612053,-3.4397086342745267,-10.461017320136246
2015-04-15,2673893573.8942833,321689686.90171015,570500696.0796175,28214685.714285713,66901413.47772507,0.12,0.10424788961589382,5.4,0,0,0,1.1177578804062276,-17.35640581643898,-5.431669046842236,2.3389657938214152,-10.510789493661516
2015-04-16,2558466000.3721333,297816162.36608595,542162640.2629191,26681228.57142857,63655266.79157075,0.12,0.10424788961589382,5.4,0,0,0,3.19075214832242,-12.561677842976135,-3.299463449450174,8.862365824186195,-10.42761431874695
2015-04-17,2626687012.3393836,272455597.08215624,542162640.2629191,25143028.57142857,62360096.99837821,0.12,0.10424788961589382,5.4,0,0,0,4.643049704295414,-6.939026815959975,-1.0420911581944377,15.728718614881975,-10.2330760101086
2015-04-20,2612093599.8532615,265583197.11013067,542162640.2629191,25138647.61904762,57718617.34305791,0.12,0.10424788961589382,5.4,0,0,0,5.748771576050971,-1.8678638553594342,0.948389705793488,21.877401910276557,-8.609812798059915
2015-04-21,2637941494.518898,264369555.01803443,542162640.2629191,25241795.23809524,55082769.038100466,0.12,0.10424788961589382,5.4,0,0,0,6.093223707905396,1.086234951841318,4.322456403715096,25.391782150828135,-7.281251835875544
2015-04-22,2633805198.1260033,257430667.7211035,542162640.2629191,24469138.095238097,54062198.20538475,0.12,0.10424788961589382,5.4,0,0,0,6.5591863384721405,4.145566300969306,8.274833849816522,28.117238570995777,-5.38037446772708
2015-04-23,2582415399.798148,236551912.59117126,542162640.2629191,23572428.57142857,49461738.33800725,0.12,0.10424788961589382,5.4,0,0,0,7.435838631347314,7.642050240452829,12.347876483948118,30.372216883671644,-2.1481760550924114
2015-04-24,2519421796.202705,234908380.60887656,542162640.2629191,23368557.14285714,49799410.12437911,0.12,0.10424788961589382,5.4,0,0,0,9.496019873684446,9.512666781112205,15.973272764475393,32.13383467951943,0.7503219837768104
2015-04-27,2513127079.96917,238314717.66657147,542162640.2629191,24382800.0,50593381.08000074,0.12,0.10424788961589382,5.4,0,0,0,11.577969143180798,11.026791045312844,20.341001657890452,32.915538939897125,3.1701409346393357
2015-04-28,2547895026.4567423,214508076.04771498,542162640.2629191,24309447.61904762,51469726.94738479,0.12,0.10424788961589382,5.4,0,0,0,14.198723359126873,15.50255302124241,24.756994715162598,34.51918088887526,4.440756749201808
2015-04-29,2569979513.004049,214508076.04771498,554562170.4087393,24131566.666666668,55449077.44809105,0.12,0.10424788961589382,5.4,0,0,0,16.75142765236706,20.38013693471339,27.77887342780888,36.13199678787761,5.1601522645163715
2015-04-30,2626197612.1393113,214508076.04771498,565254382.9658508,24652585.714285713,57902022.67941974,0.12,0.10424788961589382,5.4,0,0,0,17.393562087812178,23.46196510754285,29.676567149335444,36.17247303809544,3.1984954101810557
2015-05-01,2695125470.9451947,214508076.04771498,584840560.6159391,24297476.19047619,58821565.33779871,0.12,0.3297745341246827,5.6,0,0,0,16.204572834739597,25.83135228056552,30.017439787383637,35.66438244339664,-1.0781856957225409
2015-05-04,2719404771.911839,214508076.04771498,583340044.4814047,24205895.23809524,58480631.70417604,0.12,0.3297745341246827,5.6,0,0,0,14.613203284413867,28.80673542439187,30.29357733478539,35.89780415643993,-5.931889919413534
2015-05-05,2831304164.263371,214508076.04771498,571489221.1718605,24391366.666666668,58631199.66433389,0.12,0.3297745341246827,5.6,0,0,0,12.158746183394468,29.142581722111686,30.145156480344347,35.39285864814853,-10.561381373775594
2015-05-06,2941244973.37265,214508076.04771498,575706522.0049903,24920880.95238095,59440873.40969812,0.12,0.3297745341246827,5.6,0,0,0,9.158090021584176,28.884612722286477,29.444629309813383,33.931153809867034,-16.185003007814444
2015-05-07,2958395822.0173426,214508076.04771498,574550461.5389869,24872214.285714287,62958271.15921747,0.12,0.3297745341246827,5.6,0,0,0,6.917644284550379,28.14832695393023,29.08781858429297,32.412915618775976,-21.884190201844852
2015-05-08,3007065970.371101,214508076.04771498,602924595.2428908,25148500.0,58960397.93712071,0.12,0.3297745341246827,5.6,0,0,0,4.6433629942377195,26.271801791558158,28.214898937105072,30.673783184988686,-24.72500204431417
2015-05-11,3019409425.050063,214508076.04771498,596976619.7495234,24768038.095238097,58105110.083189465,0.12,0.3297745341246827,5.6,0,0,0,2.434599929155354,23.856874994867816,26.95276104850613,28.77478301529207,-27.113270349589044
2015-05-12,3094773652.8301783,214508076.04771498,597242526.3184321,24201409.523809522,55795060.465649195,0.12,0.3297745341246827,5.6,0,0,0,0.5518593334041049,21.331552236345914,24.984063474378193,27.498822004171963,-28.523799585096647
2015-05-13,3081336102.8012595,214508076.04771498,642657101.4136178,23985271.42857143,57350978.01570892,0.12,0.3297745341246827,5.6,0,0,0,-0.779118793616076,18.5040130223532,22.055245396667065,24.229683874165744,-29.77880295906494
2015-05-14,3096299455.0599236,214508076.04771498,661191628.1277611,24073447.61904762,58036698.06669326,0.12,0.3297745341246827,5.6,0,0,0,-1.7102535751015941,15.827336141767052,18.63330819989538,20.334030326065587,-28.152853458444156
2015-05-15,3134879871.828824,214508076.04771498,668924137.5751314,23669828.57142857,57663485.90834481,0.12,0.3297745341246827,5.6,0,0,0,-1.491308481624134,14.929724856328386,17.525776931279275,17.181902837204504,-25.812999970202657
2015-05-18,3003622560.7545037,214508076.04771498,678105925.9695144,23496042.85714286,57410409.611275084,0.12,0.3297745341246827,5.6,0,0,0,-0.6552606290931575,14.37061753179671,15.602951368324472,14.419113028638112,-23.898306578129535
2015-05-19,2935501844.8934283,214508076.04771498,684501975.7369268,23299719.04761905,58807088.737842016,0.12,0.3297745341246827,5.6,0,0,0,0.6567683492024154,14.100337366865535,13.28665759939486,10.463707677015652,-21.472020069789657
2015-05-20,2929589450.070554,214508076.04771498,690775309.0335301,22848357.14285714,60166239.56723894,0.12,0.3297745341246827,5.6,0,0,0,1.5516837557296879,14.110141968647657,10.6752832553754,9.026348280751979,-18.87883519848208
2015-05-21,2908799750.6487894,216079355.80119178,673753878.4958975,22432214.285714287,60822799.12819635,0.12,0.3297745341246827,5.6,0,0,0,1.9090575828669631,13.986365555813848,7.472414002484328,10.048685538804786,-18.635727842030818
2015-05-22,2833386383.273824,214508076.04771498,664664584.9061148,22906833.333333332,61773319.044440135,0.12,0.3297745341246827,5.6,0,0,0,2.604873553299265,14.234162424901632,3.2814900544741277,11.740125207166134,-20.362695275905377
2015-05-25,2741333694.083259,214508076.04771498,635957715.8801488,22572319.04761905,61653650.476909816,0.12,0.3297745341246827,5.6,0,0,0,3.937025691941892,15.515762098072054,1.6302947156207108,14.011717234777882,-21.556174253820934
2015-05-26,2712887342.067573,215542740.41573662,626132488.995325,21517604.76190476,62860714.85255105,0.12,0.3297745341246827,5.6,0,0,0,7.3720979722651405,18.88970916508351,1.9647152606564684,18.060946265595845,-23.058928897022117
2015-05-27,2683807285.846129,222444766.90859112,596055446.643684,21449824.333333332,62434506.98461078,0.12,0.3297745341246827,5.6,0,0,0,14.278235574059499,27.23188453538088,5.832420794566395,22.735544188936764,-22.38617132251637
2015-05-28,2604488039.798846,216234749.49035645,585206152.9296148,21449824.333333332,58818933.14548674,0.12,0.3297745341246827,5.6,0,0,0,22.84405491885254,38.496150993220475,11.241454192543674,27.27348195055289,-20.45423923006889
2015-05-29,2543007231.5800257,214508076.04771498,552711147.7999369,21449824.333333332,55922386.42620813,0.12,0.3297745341246827,5.6,0,0,0,32.65125561516903,50.47113280812101,18.77179023951141,31.068631545996006,-15.517538510923979
2015-06-01,2504737892.0518785,214987192.12168738,556610539.5184835,21449824.333333332,54836046.08614785,0.13,0.27679208104607333,5.3,0,0,0,42.328856873463394,62.468047750321965,24.87245241368342,34.04432267858064,-8.318592374359886
2015-06-02,2486001122.189113,214508076.04771498,558528965.6096685,21449824.333333332,55671385.63218798,0.13,0.27679208104607333,5.3,0,0,0,50.45055173541028,72.39212769956059,29.428650826123913,36.20187724133409,-2.1634018818624576
2015-06-03,2359734457.17748,214508076.04771498,563952460.9468006,21449824.333333332,53912485.633623034,0.13,0.27679208104607333,5.3,0,0,0,56.91724912714234,77.77487407801037,31.482029825501137,37.48237532032404,2.973819060079227
2015-06-04,2310674289.4400096,214508076.04771498,575997902.3569016,21449824.333333332,52326115.11479332,0.13,0.27679208104607333,5.3,0,0,0,63.289385299842934,81.09711643530538,33.27671645607449,37.77230900851351,8.360270705496482
2015-06-05,2281070965.186419,217162145.63889277,576258991.314443,21449824.333333332,56350854.73213196,0.13,0.27679208104607333,5.3,0,0,0,68.33509288177258,83.11282654160297,33.30995918935855,37.77133178335636,10.144992334000396
2015-06-08,2240105601.633889,223525380.92560542,542162640.2629191,21449824.333333332,56473592.40768977,0.13,0.27679208104607333,5.3,0,0,0,72.81950507721852,83.77084917708123,34.2360061201463,37.7740671028671,9.387070101087923
2015-06-09,2277215911.179461,228639881.57639277,542162640.2629191,21449824.333333332,56568642.25444794,0.13,0.27679208104607333,5.3,0,0,0,76.42570946834812,83.966263652846,35.10502921775494,37.54793503889935,8.978649671961072
2015-06-10,2263561289.487675,232290904.55525717,553901633.3006723,21449824.333333332,58581357.549958006,0.13,0.27679208104607333,5.3,0,0,0,79.09610178748737,83.59753506913701,35.95932179930843,36.74863549345195,6.95265381162623
2015-06-11,2249927608.2198005,238647513.3522942,542162640.2629191,21449824.333333332,57552789.693142116,0.13,0.27679208104607333,5.3,0,0,0,80.87984049253569,82.20398287105336,37.19877988318759,36.16214345267957,4.445209915428987
2015-06-12,2264796991.9283547,239293044.45139566,542162640.2629191,21449824.333333332,56836991.75418672,0.13,0.27679208104607333,5.3,0,0,0,82.05346112007182,80.86366662502154,38.914486909474576,35.61520880068089,2.433292790411928
2015-06-15,2298035859.187644,243369066.79157075,542162640.2629191,21449824.333333332,58205753.734852016,0.13,0.27679208104607333,5.3,0,0,0,82.38833549322774,80.01563298597328,39.03978166064609,34.972710519026975,-1.0190502424134134
2015-06-16,2291453486.71875,241075081.90999714,542162640.2629191,21449824.333333332,59070747.81707582,0.13,0.27679208104607333,5.3,0,0,0,83.13922151394677,79.67671769232118,39.03859301417447,33.99406208827969,-4.846882993154165
2015-06-17,2334428174.49537,250119759.6029554,542162640.2629191,21449824.333333332,59635566.08334496,0.13,0.27679208104607333,5.3,0,0,0,83.11431405976718,78.75724199756492,39.34930360590439,33.480440186364476,-9.659527713719115
2015-06-18,2441460052.9281254,255908603.86390686,542162640.2629191,21449824.333333332,59899149.66503325,0.13,0.27679208104607333,5.3,0,0,0,81.9504119428943,77.99950096499128,38.83133277314023,32.70207003652778,-14.603996506362275
2015-06-19,2494827718.4397745,263827125.53483874,542162640.2629191,21848000.0,60362565.26500157,0.13,0.27679208104607333,5.3,0,0,0,80.6271522821865,76.97451778511486,37.87360685411365,30.883104817711235,-18.522126926621254
2015-06-22,2522276304.8046293,262252220.92860994,545460406.3064212,21449824.333333332,62564277.83946083,0.13,0.27679208104607333,5.3,0,0,0,79.52909063345255,76.23811812837644,37.46451824526444,28.140807160548178,-21.79361978840947
2015-06-23,2544960736.7634,261794689.5068214,559974109.7328913,21449824.333333332,62405975.942920506,0.13,0.27679208104607333,5.3,0,0,0,77.9224409869515,75.21971659337713,35.83733647161495,25.226378813354376,-25.150250118662537
2015-06-24,2499484566.0973687,258244718.20834932,544631080.0650097,21481057.14285714,60102996.06191544,0.13,0.27679208104607333,5.3,0,0,0,75.99459163509134,74.31086555894913,33.487876107526304,22.349185935864046,-28.013482025893847
2015-06-25,2439274912.751225,256100513.46030462,545643175.1949129,21449824.333333332,60097489.23288073,0.13,0.27679208104607333,5.3,0,0,0,73.54041703387375,69.95221820919521,29.43982017880308,18.259126570214423,-32.18388593166355
2015-06-26,2510523332.4873424,254062349.1340819,542162640.2629191,21449824.333333332,58803543.00582522,0.13,0.27679208104607333,5.3,0,0,0,69.67092684169428,63.66108366731353,24.14824888783487,13.43463889566959,-37.3373425949021
2015-06-29,2602550419.9902854,256329125.107084,553419175.6890433,22309052.38095238,61159411.30772545,0.13,0.27679208104607333,5.3,0,0,0,63.71422322996365,55.368250165240966,18.466435424704915,8.630022302657952,-44.62757738567952
2015-06-30,2647435386.315591,263028209.4746181,550868219.1028414,23187304.76190476,66800464.090329126,0.13,0.27679208104607333,5.3,0,0,0,57.1884917728171,45.9571130246146,13.71270218062792,3.5140530552777003,-58.8335398338726
2015-07-01,2654563767.1131315,266210360.56671143,552638918.267241,23500200.0,66517664.55485026,0.13,0.15863197801873063,5.2,0,0,0,51.100169449128884,37.564431896124916,9.096517687213147,-1.729760327702128,-70.92846616293485
2015-07-02,2652544974.182238,268009163.46668062,546631671.5616136,23681128.57142857,67230621.3512784,0.13,0.15863197801873063,5.2,0,0,0,46.48433740030323,33.02999643664759,6.679077975642123,-5.834855650381357,-82.50625377942372
2015-07-03,2599023217.8120565,267835810.44358754,542162640.2629191,23886161.904761903,68084307.39076705,0.13,0.15863197801873063,5.2,1,1,0,43.12930492155146,30.42908761014444,5.5431757892536115,-8.28098577836365,-94.06694649658183
